"ID","PM Template Id","PM Template Name","Schedule Type","Starts on Date","End on Date","Time Zone","This Reoccurs Every (Number)","This Reoccurs Every (Days/Weeks/Years)","On Day(s) of week","On Day(s) of month","Creation Cadence Interval","Creation Cadence Frequency","Is Next Occurrence Based On Completion (Yes/No)","Last Work Order Due Date","Next Work Order Due Date","Next Trigger Date","Asset Id","Asset Name","Location Id","Location Name","Meter Id","Meter Name","Meter Condition (Every/Less Than/Greater Than/Exactly)","Meter Condition Value","Meter Due Frequency","Meter Due Interval","Primary Assignee Id","Primary Assignee Email","Additional Assignee IDs","Additional Assignee Emails","Team Id","Team Name","Schedule Paused (Yes/No)"
"65dd05c8a05b110df34d8118","65dd05c8a05b110df34d8117","6 Month-MSI-4DX","calendar","04/17/2023 03:09 PM","","America/Chicago",6,"month(s)","","",6,"month(s)","yes","10/05/2026 10:00 AM","","","tApyXsSYe2","4DX2002","sK4EYT3pXg","MSI-Museum of Science and Industry","","","",,"",,"yedcALmMjN","luper@pulseworks.com","ylBAU3AZYr, vdz5ZYGpli","maintenance@pulseworks.com, gmsi@pulseworksops.com","qB1HWqKD0B","Chicago ",""
"65dd05c8a05b110df34d811a","65dd05c8a05b110df34d8117","6 Month-MSI-4DX","calendar","04/17/2023 03:09 PM","","America/Chicago",6,"month(s)","","",6,"month(s)","yes","10/05/2026 10:00 AM","","","SDYkfHEbLX","4DXSH2-003","sK4EYT3pXg","MSI-Museum of Science and Industry","","","",,"",,"yedcALmMjN","luper@pulseworks.com","ylBAU3AZYr, vdz5ZYGpli","maintenance@pulseworks.com, gmsi@pulseworksops.com","qB1HWqKD0B","Chicago ",""
"65dd05cda05b110df34e14b9","65dd05cda05b110df34e14b8","Monthly PM -Intrepid -I360s","calendar","10/26/2023 03:04 PM","","America/New_York",1,"month(s)","","",1,"month(s)","yes","08/15/2026 03:04 PM","","","G9TLI8XWGb","PW016","FS8LORSa6k","Intrepid - Intrepid Sea Air & Space Museum (FANA)","","","",,"",,"JJIau24kD6","dwood@pulseworks.com","","","gqV9lF8ZUr","INTREPID",""
"65dd05cda05b110df34e14bb","65dd05cda05b110df34e14b8","Monthly PM -Intrepid -I360s","calendar","10/26/2023 03:04 PM","","America/New_York",1,"month(s)","","",1,"month(s)","yes","08/14/2026 03:04 PM","","","sltDENENMe","PW018","FS8LORSa6k","Intrepid - Intrepid Sea Air & Space Museum (FANA)","","","",,"",,"JJIau24kD6","dwood@pulseworks.com","","","gqV9lF8ZUr","INTREPID",""
"65dd05cda05b110df34e14bd","65dd05cda05b110df34e14b8","Monthly PM -Intrepid -I360s","calendar","10/26/2023 03:04 PM","","America/New_York",1,"month(s)","","",1,"month(s)","yes","08/14/2026 03:04 PM","","","xtjLdfMBdZ","PW034","FS8LORSa6k","Intrepid - Intrepid Sea Air & Space Museum (FANA)","","","",,"",,"JJIau24kD6","dwood@pulseworks.com","","","gqV9lF8ZUr","INTREPID",""
"65dd05cda05b110df34e14bf","65dd05cda05b110df34e14b8","Monthly PM -Intrepid -I360s","calendar","10/26/2023 03:04 PM","","America/New_York",1,"month(s)","","",1,"month(s)","yes","08/15/2026 03:04 PM","","","ZOSOciqVCE","PW020","FS8LORSa6k","Intrepid - Intrepid Sea Air & Space Museum (FANA)","","","",,"",,"JJIau24kD6","dwood@pulseworks.com","","","gqV9lF8ZUr","INTREPID",""
"65dd05d5a05b110df34f04d7","65dd05d5a05b110df34f04d6","Monthly-Alabama-4DX","calendar","12/01/2022 09:00 AM","","America/New_York",1,"month(s)","","",1,"month(s)","yes","08/30/2026 09:00 AM","","","ixevzJhsgq","4DX2010","7XaKMpqkoH","Alabama- USS Alabama Battleship (FANA)","","","",,"",,"fAA6dFITQO","ussalabama@pulseworksops.com","","","fMxZi1RNz0","USS Alabama",""
"65dd05e4a05b110df350d3e1","65dd05e4a05b110df350d3e0","Monthly PM- USAFM- VRT","calendar","12/06/2021 11:55 AM","","America/New_York",1,"month(s)","","",1,"month(s)","yes","08/13/2026 09:00 AM","","","B0YKOpOony","VRT002","HxYTdjKu4T","USAFM-National Museum of the United States Air Force","","","",,"",,"wTuzIPvEC8","nbuerschen@afmuseum.com","","","8S4yVkCDCH","USAFM",""
"65dd05e5a05b110df350f2c2","65dd05e5a05b110df350f2c1","Monthly - Army - VRT","calendar","01/17/2022 09:08 AM","03/17/2026 08:33 AM","America/New_York",1,"month(s)","","",1,"month(s)","yes","","","","rqTh0r0Lia","VRT017","fFhvO1Ntwe","ARMY-National Museum of The United States Army","","","",,"",,"yV6pEAj4zw","mnorris@pulseworks.com","","","nipKATx7wP","DC",""
"65dd05eaa05b110df3519532","65dd05eaa05b110df3519531","Weekly PM-Hornet-Galaxy","calendar","08/04/2022 11:26 AM","03/17/2026 08:33 AM","America/New_York",1,"week(s)","","",1,"week(s)","yes","","","","IZwCbY3AVU","FANA-512 Galaxy","Jg9TGXdwWG","Hornet- USS Hornet Sea Air & Space Museum (FANA)","","","",,"",,"iJGLx3kH3a","1743414541+jose.ferreira@uss-hornet.org","ylBAU3AZYr","maintenance@pulseworks.com","","",""
"65dd05eca05b110df351cb5a","65dd05eca05b110df351cb59","6 Month-FMNH-VRT","calendar","11/17/2022 03:24 PM","","America/New_York",6,"month(s)","","",6,"month(s)","yes","11/29/2026 02:24 PM","","","SMRMMufgj2","VRT006","HqT2vWlwYt","FMNH-Field Museum of Natural History","","","",,"",,"yedcALmMjN","luper@pulseworks.com","ylBAU3AZYr","maintenance@pulseworks.com","qB1HWqKD0B","Chicago ",""
"65dd05f8a05b110df35330d0","65dd05f8a05b110df35330cf","6 Month PM-USSRC-4DXs","calendar","01/01/2024 10:00 AM","","America/New_York",6,"month(s)","","",6,"month(s)","yes","01/09/2027 08:00 AM","","","3TY2Ju3mr6","4DXSH1-019","gA4dLDrrSj","USSRC-U.S. Space and Rocket Center","","","",,"",,"ylBAU3AZYr","maintenance@pulseworks.com","","","FvWWdv17FD","Maintenance  Team",""
"65dd05f8a05b110df35330d2","65dd05f8a05b110df35330cf","6 Month PM-USSRC-4DXs","calendar","01/01/2024 10:00 AM","","America/New_York",6,"month(s)","","",6,"month(s)","yes","01/09/2027 08:00 AM","","","eFvSrGCeC5","4DXSH2-007","gA4dLDrrSj","USSRC-U.S. Space and Rocket Center","","","",,"",,"ylBAU3AZYr","maintenance@pulseworks.com","","","FvWWdv17FD","Maintenance  Team",""
"65dd061ba05b110df35754d6","65dd061ba05b110df35754d5","Monthly PM-MOSI-VRT","calendar","12/08/2023 04:07 PM","05/26/2026 10:33 AM","America/New_York",1,"month(s)","","",1,"month(s)","yes","","","","1MEkG62voO","VRT010","3CoqkC82Hy","MOSI Tampa","","","",,"",,"SUDotYdEem","gsleadership@mosi.org","","","BY4RlCPNTs","MOSI",""
"65dd0626a05b110df358884a","65dd0626a05b110df3588849","6 Month-USAFM-I360s","calendar","06/19/2023 04:30 PM","","America/New_York",6,"month(s)","","",6,"month(s)","yes","01/14/2027 08:00 AM","","","8B6kLqknTN","PW006","HxYTdjKu4T","USAFM-National Museum of the United States Air Force","","","",,"",,"ylBAU3AZYr","maintenance@pulseworks.com","","","FvWWdv17FD","Maintenance  Team",""
"65dd0626a05b110df358884c","65dd0626a05b110df3588849","6 Month-USAFM-I360s","calendar","06/19/2023 04:29 PM","","America/New_York",6,"month(s)","","",6,"month(s)","yes","01/14/2027 08:00 AM","","","d6xblPcX1g","PW001","HxYTdjKu4T","USAFM-National Museum of the United States Air Force","","","",,"",,"ylBAU3AZYr","maintenance@pulseworks.com","","","FvWWdv17FD","Maintenance  Team",""
"65dd0626a05b110df358884e","65dd0626a05b110df3588849","6 Month-USAFM-I360s","calendar","06/19/2023 04:30 PM","","America/New_York",6,"month(s)","","",6,"month(s)","yes","01/14/2027 08:00 AM","","","GkDT5MKowy","PW011","HxYTdjKu4T","USAFM-National Museum of the United States Air Force","","","",,"",,"ylBAU3AZYr","maintenance@pulseworks.com","","","FvWWdv17FD","Maintenance  Team",""
"65dd062ca05b110df3596857","65dd062ca05b110df3596856","6 Month PM-SLSC-ESP","calendar","04/23/2022 03:38 PM","","America/New_York",6,"month(s)","","",6,"month(s)","yes","11/05/2026 08:00 AM","","","KISjbUZ45j","ESP013","TWE6Y4gNnA","SLSC-St. Louis Science Center","","","",,"",,"ylBAU3AZYr","maintenance@pulseworks.com","","","","",""
"65dd063aa05b110df35af060","65dd063aa05b110df35af05f","Annual PM-Hornet-Galaxy","calendar","08/04/2022 11:24 AM","03/17/2026 08:33 AM","America/New_York",1,"year(s)","","",1,"year(s)","yes","","","","IZwCbY3AVU","FANA-512 Galaxy","Jg9TGXdwWG","Hornet- USS Hornet Sea Air & Space Museum (FANA)","","","",,"",,"ylBAU3AZYr","maintenance@pulseworks.com","ylBAU3AZYr","maintenance@pulseworks.com","","",""
"65dd063aa05b110df35af81f","65dd063aa05b110df35af81e","Annual PM-COSI-ESP","calendar","08/04/2022 11:14 AM","","America/New_York",1,"year(s)","","",1,"year(s)","yes","04/17/2026 12:52 PM","","","xqiFyXYcJq","ESP033","JPmMAHxHmB","Pulseworks Warehouse","","","",,"",,"ylBAU3AZYr","maintenance@pulseworks.com","","","","",""
"65dd0654a05b110df35dfe09","65dd0654a05b110df35dfe08","6 Month PM - USAFM- VRT","calendar","05/06/2022 12:53 PM","","America/New_York",6,"month(s)","","",6,"month(s)","yes","01/13/2027 08:00 AM","","","B0YKOpOony","VRT002","HxYTdjKu4T","USAFM-National Museum of the United States Air Force","","","",,"",,"ylBAU3AZYr","maintenance@pulseworks.com","","","","",""
"65dd065da05b110df35f15f3","65dd065da05b110df35f15f2","Annual PM-MOSI-VRT","calendar","04/06/2023 11:05 AM","05/26/2026 10:33 AM","America/New_York",1,"year(s)","","",1,"year(s)","yes","","","","1MEkG62voO","VRT010","3CoqkC82Hy","MOSI Tampa","","","",,"",,"ylBAU3AZYr","maintenance@pulseworks.com","","","","",""
"65dd0669a05b110df3607e11","65dd0669a05b110df3607e10","Monthy-FMNH-VRT","calendar","10/24/2022 03:36 PM","","America/New_York",1,"month(s)","","",1,"month(s)","yes","08/03/2026 03:36 PM","","","SMRMMufgj2","VRT006","HqT2vWlwYt","FMNH-Field Museum of Natural History","","","",,"",,"yedcALmMjN","luper@pulseworks.com","","","qB1HWqKD0B","Chicago ",""
"65dd0672a05b110df361977a","65dd0672a05b110df3619779","Monthly PM-USSRC-4DXs","calendar","08/01/2023 10:00 AM","","America/New_York",1,"month(s)","","",1,"month(s)","yes","08/09/2026 09:00 AM","","","3TY2Ju3mr6","4DXSH1-019","gA4dLDrrSj","USSRC-U.S. Space and Rocket Center","","","",,"",,"mXM4MbTGNV","ussarc@pulseworksops.com","","","g34YtzLklu","USSaRC",""
"65dd0672a05b110df361977c","65dd0672a05b110df3619779","Monthly PM-USSRC-4DXs","calendar","08/01/2023 10:00 AM","","America/New_York",1,"month(s)","","",1,"month(s)","yes","08/09/2026 09:00 AM","","","eFvSrGCeC5","4DXSH2-007","gA4dLDrrSj","USSRC-U.S. Space and Rocket Center","","","",,"",,"mXM4MbTGNV","ussarc@pulseworksops.com","","","g34YtzLklu","USSaRC",""
"65dd068ba05b110df364568d","65dd068ba05b110df364568c","Monthly - Hazy - Morphis","calendar","01/17/2022 08:50 AM","","America/New_York",1,"month(s)","","",1,"month(s)","yes","08/12/2026 09:00 AM","","","15OysgzeY7","CM018","IPAnfsuP1N","HAZY-Steven F. Udvar-Hazy Center","","","",,"",,"yV6pEAj4zw","mnorris@pulseworks.com","","","nipKATx7wP","DC",""
"65f4de9cdca847a5ef3ac4c1","65f4de9cdca847a5ef3ac4bf","Weekly Midway PSBs","calendar","03/16/2024 08:49 PM","","America/Los_Angeles",1,"week(s)","","",1,"week(s)","yes","08/03/2026 12:00 PM","","","vaVxJuTk9z","PSB001","Fq0zup6ZVD","Midway - USS Midway Museum (FANA)","","","",,"",,"dwPW0qg8rq","jjohnson@pulseworksops.com","Irz2y3WKWA","ussmidway@pulseworksops.com","ewkq10wsJ3","Midway ",""
"65f4de9cdca847a5ef3ac4c2","65f4de9cdca847a5ef3ac4bf","Weekly Midway PSBs","calendar","03/16/2024 08:49 PM","","America/Los_Angeles",1,"week(s)","","",1,"week(s)","yes","08/03/2026 12:00 PM","","","45EXsrHzPo","PSB002","Fq0zup6ZVD","Midway - USS Midway Museum (FANA)","","","",,"",,"dwPW0qg8rq","jjohnson@pulseworksops.com","Irz2y3WKWA","ussmidway@pulseworksops.com","ewkq10wsJ3","Midway ",""
"65f4de9cdca847a5ef3ac4c3","65f4de9cdca847a5ef3ac4bf","Weekly Midway PSBs","calendar","03/16/2024 08:49 PM","","America/Los_Angeles",1,"week(s)","","",1,"week(s)","yes","08/03/2026 12:00 PM","","","w9dkaFR3Z3","PSB003","Fq0zup6ZVD","Midway - USS Midway Museum (FANA)","","","",,"",,"dwPW0qg8rq","jjohnson@pulseworksops.com","Irz2y3WKWA","ussmidway@pulseworksops.com","ewkq10wsJ3","Midway ",""
"65f4df1af9a63a9950f1b0a3","65f4df1af9a63a9950f1b0a1","Monthly Midway PSBs","calendar","03/16/2024 08:51 PM","","America/Los_Angeles",1,"month(s)","","",1,"month(s)","yes","08/20/2026 12:00 PM","","","vaVxJuTk9z","PSB001","Fq0zup6ZVD","Midway - USS Midway Museum (FANA)","","","",,"",,"dwPW0qg8rq","jjohnson@pulseworksops.com","Irz2y3WKWA","ussmidway@pulseworksops.com","ewkq10wsJ3","Midway ",""
"65f4df1af9a63a9950f1b0a4","65f4df1af9a63a9950f1b0a1","Monthly Midway PSBs","calendar","03/16/2024 08:51 PM","","America/Los_Angeles",1,"month(s)","","",1,"month(s)","yes","08/20/2026 12:00 PM","","","45EXsrHzPo","PSB002","Fq0zup6ZVD","Midway - USS Midway Museum (FANA)","","","",,"",,"dwPW0qg8rq","jjohnson@pulseworksops.com","Irz2y3WKWA","ussmidway@pulseworksops.com","ewkq10wsJ3","Midway ",""
"65f4df1af9a63a9950f1b0a5","65f4df1af9a63a9950f1b0a1","Monthly Midway PSBs","calendar","03/16/2024 08:51 PM","","America/Los_Angeles",1,"month(s)","","",1,"month(s)","yes","08/20/2026 11:51 PM","","","w9dkaFR3Z3","PSB003","Fq0zup6ZVD","Midway - USS Midway Museum (FANA)","","","",,"",,"dwPW0qg8rq","jjohnson@pulseworksops.com","Irz2y3WKWA","ussmidway@pulseworksops.com","ewkq10wsJ3","Midway ",""
"668d43c9c85e42efebcac664","668d43c9c85e42efebcac662","6 Months PMs Intrepid I360s","calendar","10/13/2025 07:28 AM","","America/New_York",6,"month(s)","","",1,"month(s)","yes","10/13/2025 07:28 AM","12/18/2026 06:28 AM","11/18/2026 06:28 AM","G9TLI8XWGb","PW016","FS8LORSa6k","Intrepid - Intrepid Sea Air & Space Museum (FANA)","","","",,"",,"JJIau24kD6","dwood@pulseworks.com","ylBAU3AZYr","maintenance@pulseworks.com","gqV9lF8ZUr","INTREPID",""
"668d43c9c85e42efebcac665","668d43c9c85e42efebcac662","6 Months PMs Intrepid I360s","calendar","10/13/2025 07:28 AM","","America/New_York",6,"month(s)","","",1,"month(s)","yes","10/13/2025 07:28 AM","12/18/2026 06:28 AM","11/18/2026 06:28 AM","sltDENENMe","PW018","FS8LORSa6k","Intrepid - Intrepid Sea Air & Space Museum (FANA)","","","",,"",,"JJIau24kD6","dwood@pulseworks.com","ylBAU3AZYr","maintenance@pulseworks.com","gqV9lF8ZUr","INTREPID",""
"668d43c9c85e42efebcac666","668d43c9c85e42efebcac662","6 Months PMs Intrepid I360s","calendar","10/13/2025 07:28 AM","","America/New_York",6,"month(s)","","",1,"month(s)","yes","10/13/2025 07:28 AM","09/03/2026 08:28 AM","08/03/2026 08:28 AM","ZOSOciqVCE","PW020","FS8LORSa6k","Intrepid - Intrepid Sea Air & Space Museum (FANA)","","","",,"",,"JJIau24kD6","dwood@pulseworks.com","ylBAU3AZYr","maintenance@pulseworks.com","gqV9lF8ZUr","INTREPID",""
"668d43c9c85e42efebcac667","668d43c9c85e42efebcac662","6 Months PMs Intrepid I360s","calendar","10/13/2025 07:28 AM","","America/New_York",6,"month(s)","","",1,"month(s)","yes","10/13/2025 07:28 AM","09/04/2026 08:28 AM","08/04/2026 08:28 AM","xtjLdfMBdZ","PW034","FS8LORSa6k","Intrepid - Intrepid Sea Air & Space Museum (FANA)","","","",,"",,"JJIau24kD6","dwood@pulseworks.com","ylBAU3AZYr","maintenance@pulseworks.com","gqV9lF8ZUr","INTREPID",""
"668d47ff774d366c2c3f8c91","668d47ff774d366c2c3f8c8f","6 Month - Intrepid- 4DXs","calendar","10/13/2025 07:28 AM","","America/New_York",6,"month(s)","","",1,"month(s)","yes","10/13/2025 11:23 AM","12/17/2026 10:23 AM","11/17/2026 10:23 AM","y9yzNdKW8P","4DXSH2-005","FS8LORSa6k","Intrepid - Intrepid Sea Air & Space Museum (FANA)","","","",,"",,"JJIau24kD6","dwood@pulseworks.com","ylBAU3AZYr","maintenance@pulseworks.com","gqV9lF8ZUr","INTREPID",""
"668d47ff774d366c2c3f8c92","668d47ff774d366c2c3f8c8f","6 Month - Intrepid- 4DXs","calendar","10/13/2025 07:28 AM","","America/New_York",6,"month(s)","","",1,"month(s)","yes","10/13/2025 11:23 AM","12/17/2026 10:23 AM","11/17/2026 10:23 AM","FDizZSyRkI","4DXSH2-006","FS8LORSa6k","Intrepid - Intrepid Sea Air & Space Museum (FANA)","","","",,"",,"JJIau24kD6","dwood@pulseworks.com","ylBAU3AZYr","maintenance@pulseworks.com","gqV9lF8ZUr","INTREPID",""
"668d47ff774d366c2c3f8c93","668d47ff774d366c2c3f8c8f","6 Month - Intrepid- 4DXs","calendar","10/13/2025 07:28 AM","","America/New_York",6,"month(s)","","",1,"month(s)","yes","10/13/2025 11:23 AM","12/18/2026 10:23 AM","11/18/2026 10:23 AM","TGGR3JpP8K","4DXSH1-016","FS8LORSa6k","Intrepid - Intrepid Sea Air & Space Museum (FANA)","","","",,"",,"JJIau24kD6","dwood@pulseworks.com","ylBAU3AZYr","maintenance@pulseworks.com","gqV9lF8ZUr","INTREPID",""
"6752ff4e2aedec98d020ebdc","6752ff4e2aedec98d020ebdb","Monthly PM- GAAQ 4DX","calendar","12/06/2024 09:36 AM","","America/New_York",1,"month(s)","","",1,"month(s)","yes","07/29/2026 09:36 AM","","","vec66N2BiH","4DXSH1-017","tBh52ZCegZ","GAAQ-Georgia Aquarium","","","",,"",,"N5RMCtFP03","gaaq@pulseworksops.com","","","IeAAh2HjZN","GAAQ ",""
"6752ff4e2aedec98d020ebde","6752ff4e2aedec98d020ebdb","Monthly PM- GAAQ 4DX","calendar","12/06/2024 09:40 AM","","America/New_York",1,"month(s)","","",1,"month(s)","yes","07/29/2026 09:40 AM","","","LbB4xTNLzP","4DXSH1-015","tBh52ZCegZ","GAAQ-Georgia Aquarium","","","",,"",,"N5RMCtFP03","gaaq@pulseworksops.com","","","IeAAh2HjZN","GAAQ ",""
"6753010c4c90aba8cb07b53f","6753010c4c90aba8cb07b53e","6 Month - GAAQ 4DX","calendar","03/17/2025 09:44 AM","","America/New_York",6,"month(s)","","",6,"month(s)","yes","12/29/2026 08:44 AM","","","LbB4xTNLzP","4DXSH1-015","tBh52ZCegZ","GAAQ-Georgia Aquarium","","","",,"",,"ylBAU3AZYr","maintenance@pulseworks.com","","","FvWWdv17FD","Maintenance  Team",""
"6753010c4c90aba8cb07b541","6753010c4c90aba8cb07b53e","6 Month - GAAQ 4DX","calendar","03/17/2025 09:45 AM","","America/New_York",6,"month(s)","","",6,"month(s)","yes","12/29/2026 08:45 AM","","","vec66N2BiH","4DXSH1-017","tBh52ZCegZ","GAAQ-Georgia Aquarium","","","",,"",,"ylBAU3AZYr","maintenance@pulseworks.com","","","FvWWdv17FD","Maintenance  Team",""
"683856f16a2e64bca8521b72","683856f16a2e64bca8521b71","Monthly-Patriots Point- ESP ","calendar","06/29/2025 09:43 AM","","America/New_York",1,"month(s)","","",1,"month(s)","yes","08/29/2026 09:00 AM","","","FDXZFBFB0A","ESP024","CLQoIgtsFc","Patriots Point-Patriots Point Naval & Maritime Museum (FANA)","","","",,"",,"gAuFFsvXAp","patriotspoint@pulseworksops.com","","","K498alaMB2","Patriots Point",""
"683858a78769afe73c27a909","683858a78769afe73c27a908","6 Month PM- Patriots Point- ESP","calendar","05/29/2025 09:51 AM","","America/New_York",6,"month(s)","","",6,"month(s)","yes","01/29/2027 08:00 AM","","","FDXZFBFB0A","ESP024","CLQoIgtsFc","Patriots Point-Patriots Point Naval & Maritime Museum (FANA)","","","",,"",,"ylBAU3AZYr","maintenance@pulseworks.com","","","","",""
"68385b19362117ebdab56ae9","68385b19362117ebdab56ae8","6 month - Patriots Point - VRT","calendar","11/29/2025 10:01 AM","","America/New_York",6,"month(s) by day of month","","29",6,"month(s)","","11/29/2026 09:30 AM","05/29/2027 09:30 AM","11/29/2026 09:30 AM","AXtm6DDg2T","VRT012","CLQoIgtsFc","Patriots Point-Patriots Point Naval & Maritime Museum (FANA)","","","",,"",,"ylBAU3AZYr","maintenance@pulseworks.com","","","","",""
"68385b7c5f1b64860d75a9cf","68385b7c5f1b64860d75a9ce","Monthly PM - Patriots Point - VRT","calendar","06/29/2025 10:03 AM","","America/New_York",1,"month(s)","","",1,"month(s)","yes","08/30/2026 09:30 AM","","","AXtm6DDg2T","VRT012","CLQoIgtsFc","Patriots Point-Patriots Point Naval & Maritime Museum (FANA)","","","",,"",,"gAuFFsvXAp","patriotspoint@pulseworksops.com","","","K498alaMB2","Patriots Point",""
"6846d67bb6758f47db1a2391","6846d67bb6758f47db1a2390","Daily Opening Checklist - Patriots Point - VRT","calendar","06/09/2025 09:31 AM","","America/New_York",1,"day(s)","","",1,"day(s)","yes","07/30/2026 09:00 AM","","","AXtm6DDg2T","VRT012","CLQoIgtsFc","Patriots Point-Patriots Point Naval & Maritime Museum (FANA)","","","",,"",,"gAuFFsvXAp","patriotspoint@pulseworksops.com","","","K498alaMB2","Patriots Point",""
